id, name, group, country, brand, color,thickness, width, length, priceEURO, weight, ultra
165,"Акрил NUDEC кольоровий 5,00 мм",Акрил,Іспанія,NUDEC,кольоровий,"5,00","2050,00","3050,00","58,47","5,95",FALSE
166,"Акрил NUDEC кольоровий 6,00 мм",Акрил,Іспанія,NUDEC,кольоровий,"6,00","2050,00","3050,00","70,16","7,14",FALSE
167,"Акрил NUDEC кольоровий 8,00 мм",Акрил,Іспанія,NUDEC,кольоровий,"8,00","2050,00","3050,00","93,55","9,52",FALSE
168,"Акрил NUDEC кольоровий 10,00 мм",Акрил,Іспанія,NUDEC,кольоровий,"10,00","2050,00","3050,00","116,93","11,90",FALSE
169,"Акрил NUDEC кольоровий 12,00 мм",Акрил,Іспанія,NUDEC,кольоровий,"12,00","2050,00","3050,00","140,32","14,28",FALSE
170,"Акрил NUDEC кольоровий 15,00 мм",Акрил,Іспанія,NUDEC,кольоровий,"15,00","2050,00","3050,00","175,40","17,85",FALSE
171,"МПК NUDEC прозорий 2,00 мм",МПК,Іспанія,NUDEC,прозорий,"2,00","2050,00","3050,00","23,82","2,40",FALSE
172,"МПК NUDEC прозорий 3,00 мм",МПК,Іспанія,NUDEC,прозорий,"3,00","2050,00","3050,00","35,73","3,60",FALSE
173,"МПК NUDEC прозорий 4,00 мм",МПК,Іспанія,NUDEC,прозорий,"4,00","2050,00","3050,00","47,64","4,80",FALSE
174,"МПК NUDEC прозорий 5,00 мм",МПК,Іспанія,NUDEC,прозорий,"5,00","2050,00","3050,00","59,55","6,00",FALSE
175,"МПК NUDEC прозорий 6,00 мм",МПК,Іспанія,NUDEC,прозорий,"6,00","2050,00","3050,00","71,46","7,20",FALSE
176,"МПК NUDEC прозорий 8,00 мм",МПК,Іспанія,NUDEC,прозорий,"8,00","2050,00","3050,00","95,28","9,60",FALSE
177,"МПК NUDEC прозорий 10,00 мм",МПК,Іспанія,NUDEC,прозорий,"10,00","2050,00","3050,00","119,11","12,00",FALSE
178,"МПК NUDEC прозорий 12,00 мм",МПК,Іспанія,NUDEC,прозорий,"12,00","2050,00","3050,00","142,93","14,40",FALSE
179,"МПК NUDEC прозорий 15,00 мм",МПК,Іспанія,NUDEC,прозорий,"15,00","2050,00","3050,00","178,66","18,00",FALSE
180,"МПК NUDEC кольоровий 2,00 мм",МПК,Іспанія,NUDEC,кольоровий,"2,00","2050,00","3050,00","25,01","2,40",FALSE
181,"МПК NUDEC кольоровий 3,00 мм",МПК,Іспанія,NUDEC,кольоровий,"3,00","2050,00","3050,00","37,52","3,60",FALSE
182,"МПК NUDEC кольоровий 4,00 мм",МПК,Іспанія,NUDEC,кольоровий,"4,00","2050,00","3050,00","50,02","4,80",FALSE
183,"МПК NUDEC кольоровий 5,00 мм",МПК,Іспанія,NUDEC,кольоровий,"5,00","2050,00","3050,00","62,53","6,00",FALSE
184,"МПК NUDEC кольоровий 6,00 мм",МПК,Іспанія,NUDEC,кольоровий,"6,00","2050,00","3050,00","75,04","7,20",FALSE
185,"МПК NUDEC кольоровий 8,00 мм",МПК,Іспанія,NUDEC,кольоровий,"8,00","2050,00","3050,00","100,05","9,60",FALSE
186,"МПК NUDEC кольоровий 10,00 мм",МПК,Іспанія,NUDEC,кольоровий,"10,00","2050,00","3050,00","125,06","12,00",FALSE
187,"МПК NUDEC кольоровий 12,00 мм",МПК,Іспанія,NUDEC,кольоровий,"12,00","2050,00","3050,00","150,07","14,40",FALSE
188,"МПК NUDEC кольоровий 15,00 мм",МПК,Іспанія,NUDEC,кольоровий,"15,00","2050,00","3050,00","187,59","18,00",FALSE
189,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 4,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"4,00","2100,00","6000,00","7,85","0,70",FALSE
190,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 6,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"6,00","2100,00","6000,00","12,33","1,10",FALSE
191,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 8,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"8,00","2100,00","6000,00","14,57","1,30",FALSE
192,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 10,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"10,00","2100,00","6000,00","16,82","1,50",FALSE
193,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 16,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"16,00","2100,00","6000,00","25,78","2,30",FALSE
194,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 20,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"20,00","2100,00","6000,00","31,39","2,80",FALSE
195,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 25,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"25,00","2100,00","6000,00","33,63","3,00",FALSE
196,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. прозорий 32,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",прозорий,"32,00","2100,00","6000,00","35,87","3,20",FALSE
197,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 4,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"4,00","2100,00","6000,00","8,24","0,70",FALSE
198,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 6,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"6,00","2100,00","6000,00","12,95","1,10",FALSE
199,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 8,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"8,00","2100,00","6000,00","15,30","1,30",FALSE
200,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 10,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"10,00","2100,00","6000,00","17,66","1,50",FALSE
201,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 16,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"16,00","2100,00","6000,00","27,07","2,30",FALSE
202,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 20,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"20,00","2100,00","6000,00","32,96","2,80",FALSE
203,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 25,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"25,00","2100,00","6000,00","35,31","3,00",FALSE
204,"СПК ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр. кольоровий 32,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 1-о ст. покр.",кольоровий,"32,00","2100,00","6000,00","37,67","3,20",FALSE
205,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 4,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"4,00","2100,00","6000,00","8,08","0,70",FALSE
206,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 6,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"6,00","2100,00","6000,00","12,70","1,10",FALSE
207,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 8,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"8,00","2100,00","6000,00","15,01","1,30",FALSE
208,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 10,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"10,00","2100,00","6000,00","17,32","1,50",FALSE
209,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 16,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"16,00","2100,00","6000,00","26,56","2,30",FALSE
210,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 20,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"20,00","2100,00","6000,00","32,33","2,80",FALSE
211,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 25,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"25,00","2100,00","6000,00","36,95","3,20",FALSE
212,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. прозорий 32,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",прозорий,"32,00","2100,00","6000,00","40,41","3,50",FALSE
213,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 4,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"4,00","2100,00","6000,00","8,49","0,70",FALSE
214,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 6,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"6,00","2100,00","6000,00","13,34","1,10",FALSE
215,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 8,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"8,00","2100,00","6000,00","15,76","1,30",FALSE
216,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 10,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"10,00","2100,00","6000,00","18,19","1,50",FALSE
217,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 16,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"16,00","2100,00","6000,00","27,89","2,30",FALSE
218,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 20,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"20,00","2100,00","6000,00","33,95","2,80",FALSE
219,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 25,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"25,00","2100,00","6000,00","38,80","3,20",FALSE
220,"СПК ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр. кольоровий 32,00 мм",СПК,Чехія,"ARLA PLAST ""PREMIUM"" - 10 років 2-о ст. покр.",кольоровий,"32,00","2100,00","6000,00","42,43","3,50",FALSE
221,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 4,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"4,00","2100,00","6000,00","8,97","0,80",FALSE
222,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 6,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"6,00","2100,00","6000,00","14,57","1,30",FALSE
223,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 8,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"8,00","2100,00","6000,00","16,82","1,50",FALSE
224,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 10,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"10,00","2100,00","6000,00","19,06","1,70",FALSE
225,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 16,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"16,00","2100,00","6000,00","28,03","2,50",FALSE
226,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 20,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"20,00","2100,00","6000,00","33,63","3,00",FALSE
227,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 25,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"25,00","2100,00","6000,00","39,24","3,50",FALSE
228,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. прозорий 32,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",прозорий,"32,00","2100,00","6000,00","42,60","3,80",FALSE
229,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 4,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"4,00","2100,00","6000,00","9,42","0,80",FALSE
230,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 6,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"6,00","2100,00","6000,00","15,30","1,30",FALSE
231,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 8,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"8,00","2100,00","6000,00","17,66","1,50",FALSE
232,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 10,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"10,00","2100,00","6000,00","20,01","1,70",FALSE
233,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 16,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"16,00","2100,00","6000,00","29,43","2,50",FALSE
234,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 20,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"20,00","2100,00","6000,00","35,31","3,00",FALSE
235,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 25,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"25,00","2100,00","6000,00","41,20","3,50",FALSE
236,"СПК ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр. кольоровий 32,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 1-о ст. покр.",кольоровий,"32,00","2100,00","6000,00","44,73","3,80",FALSE
237,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 4,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"4,00","2100,00","6000,00","9,24","0,80",FALSE
238,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 6,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"6,00","2100,00","6000,00","15,01","1,30",FALSE
239,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 8,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"8,00","2100,00","6000,00","17,32","1,50",FALSE
240,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 10,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"10,00","2100,00","6000,00","19,63","1,70",FALSE
241,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 16,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"16,00","2100,00","6000,00","28,87","2,50",FALSE
242,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 20,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"20,00","2100,00","6000,00","34,64","3,00",FALSE
243,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 25,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"25,00","2100,00","6000,00","40,41","3,50",FALSE
244,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. прозорий 32,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",прозорий,"32,00","2100,00","6000,00","43,88","3,80",FALSE
245,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 4,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"4,00","2100,00","6000,00","9,50","0,80",FALSE
246,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 6,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"6,00","2100,00","6000,00","15,43","1,30",FALSE
247,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 8,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"8,00","2100,00","6000,00","17,81","1,50",FALSE
248,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 10,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"10,00","2100,00","6000,00","20,18","1,70",FALSE
249,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 16,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"16,00","2100,00","6000,00","29,68","2,50",FALSE
250,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 20,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"20,00","2100,00","6000,00","35,61","3,00",FALSE
251,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 25,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"25,00","2100,00","6000,00","41,55","3,50",FALSE
252,"СПК ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр. кольоровий 32,00 мм",СПК,Чехія,"ARLA PLAST ""ELIT"" - 15 років 2-ох ст. покр.",кольоровий,"32,00","2100,00","6000,00","45,11","3,80",FALSE
253,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 2,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"2,00","2050,00","3050,00","24,38","2,40",FALSE
254,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 3,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"3,00","2050,00","3050,00","36,58","3,60",FALSE
255,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 4,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"4,00","2050,00","3050,00","48,77","4,80",FALSE
256,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 5,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"5,00","2050,00","3050,00","60,96","6,00",FALSE
257,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 6,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"6,00","2050,00","3050,00","73,15","7,20",FALSE
258,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 8,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"8,00","2050,00","3050,00","97,54","9,60",FALSE
259,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 10,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"10,00","2050,00","3050,00","121,92","12,00",FALSE
260,"МПК ARLA PLAST ""ELITE"" - 15 років прозорий 12,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",прозорий,"12,00","2050,00","3050,00","146,31","14,40",FALSE
261,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 2,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"2,00","2050,00","3050,00","25,60","2,40",FALSE
262,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 3,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"3,00","2050,00","3050,00","38,41","3,60",FALSE
263,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 4,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"4,00","2050,00","3050,00","51,21","4,80",FALSE
264,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 5,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"5,00","2050,00","3050,00","64,01","6,00",FALSE
265,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 6,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"6,00","2050,00","3050,00","76,81","7,20",FALSE
266,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 8,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"8,00","2050,00","3050,00","102,42","9,60",FALSE
267,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 10,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"10,00","2050,00","3050,00","128,02","12,00",FALSE
268,"МПК ARLA PLAST ""ELITE"" - 15 років кольоровий 12,00 мм",МПК,Швеція,"ARLA PLAST ""ELITE"" - 15 років",кольоровий,"12,00","2050,00","3050,00","153,63","14,40",FALSE
